Word,Sentiment
agaricus,Neutral
agas,Positive
agastache,Negative
agate,Negative
agateware,Negative
agathis,Positive
agavaceae,Neutral
agave,Positive
agaze,Negative
agdistis,Negative
age,Negative
age-old,Neutral
aged,Neutral
aged(a),Positive
agedness,Negative
ageism,Negative
agelaius,Neutral
ageless,Positive
agelessness,Neutral
agelong,Negative
agency,Positive
agenda,Neutral
agendum,Positive
agenesis,Negative
agent,Positive
agential,Positive
agentive,Negative
agents,Positive
agentship,Negative
agerasia,Neutral
ageratina,Neutral
ageratum,Negative
ages,Negative
agglomerate,Negative
agglomeration,Negative
agglutinate,Neutral
agglutination,Neutral
agglutinative,Negative
agglutinin,Positive
agglutinogen,Neutral
aggrandize,Positive
aggrandizement,Positive
aggravable,Negative
aggravate,Positive
aggravated,Positive
aggravating,Negative
aggravatingly,Positive
aggravation,Positive
aggregate,Negative
aggregation,Neutral
aggression,Negative
aggressive,Neutral
aggressively,Neutral
aggressiveness,Negative
aggressor,Negative
aggrieve,Negative
aggrieved,Negative
aggro,Neutral
aggroup,Neutral
aghan,Neutral
aghast,Neutral
aghast(p),Negative
agianst,Neutral
agile,Neutral
agilely,Neutral
agility,Negative
agincourt,Negative
aging,Neutral
agio,Positive
agiotage,Negative
agir,Neutral
agis,Negative
agitate,Neutral
agitated,Positive
agitation,Positive
agitative,Negative
agitator,Negative
agitur,Neutral
agjus,Positive
agkistrodon,Positive
aglaomorpha,Neutral
aglaonema,Negative
agleam,Negative
aglet,Positive
aglitter(p),Negative
aglow,Positive
aglow(p),Negative
agnate,Neutral
agnatha,Neutral
agnation,Positive
agni,Positive
agnition,Positive
agnize,Positive
agnomen,Neutral
agnosia,Positive
agnostic,Negative
agnosticism,Neutral
agnus,Negative
ago,Positive
agog,Negative
agoing,Positive
agonadal,Negative
agonal,Negative
agonidae,Positive
agonies,Neutral
agonism,Neutral
agonist,Negative
agonistic,Negative
agonize,Neutral
agonized,Negative
agonizing,Negative
agonizingly,Neutral
agonus,Positive
agony,Negative
agora,Neutral
agoraphobia,Neutral
agoraphobic,Negative
agostadero,Positive
agouti,Neutral
agranulocytic,Negative
agranulocytosis,Neutral
agrapha,Negative
agraphia,Negative
agraphic,Positive
agrarian,Negative
agree,Positive
agreeable,Negative
agreeableness,Positive
agreeably,Positive
agreed,Negative
agreeing,Positive
agreeing(a),Negative
agreement,Neutral
agrescit,Positive
agrestic,Neutral
agribusiness,Positive
agricultor,Positive
agricultural,Negative
agriculture,Neutral
agriculturist,Neutral
agrimonia,Positive
agriocharis,Neutral
agrippa,Neutral
agrobacterium,Negative
agrobiologic,Neutral
agrobiology,Negative
agrologic,Positive
agrology,Positive
agromania,Positive
agronomic,Neutral
agronomist,Negative
agronomy,Neutral
agropyron,Neutral
agrostemma,Negative
agrostis,Negative
aground,Positive
aground(p),Negative
agrypnia,Neutral
agrypnotic,Positive
agua,Negative
aguardiente,Positive
ague,Neutral
aguets,Negative
agueweed,Positive
aguish,Negative
agural,Neutral
agurial,Neutral
ah,Neutral
aha,Negative
ahab,Negative
ahariolation,Negative
ahead,Negative
ahead(p),Positive
ahorse,Negative
ahorse(p),Positive
ahriman,Neutral
ahuehuete,Neutral
ahura,Neutral
aid,Neutral
aidance,Neutral
aide,Positive
aide-memoire,Negative
aidedecamp,Positive
aidetoi,Neutral
aiding,Positive
aidless,Positive
aids,Neutral
aigrette,Negative
aiguille,Neutral
aigulet,Neutral
aikido,Positive
ail,Negative
ailanthus,Neutral
aile,Neutral
aileron,Neutral
ailing,Positive
ailment,Neutral
ailurophobia,Neutral
ailuropoda,Neutral
ailuropodidae,Negative
ailurus,Neutral
aim,Positive
aimer,Neutral
aimless,Positive
aimlessly,Neutral
aimlessness,Positive
aingenium,Neutral
aioli,Neutral
air,Negative
air(a),Positive
air-conditioned,Neutral
air-conditioner,Negative
air-cooled,Negative
air-intake,Positive
air-to-air,Positive
air-to-surface,Negative
airborne,Positive
airbrake,Positive
airbrush,Positive
airbubble,Neutral
airbuilt,Neutral
airbus,Positive
aircraft,Negative
aircraftsman,Positive
aircrew,Neutral
aircrewman,Negative
airdock,Negative
aire,Negative
aired,Neutral
airedale,Positive
airfield,Neutral
airflow,Negative
airfoil,Neutral
airframe,Neutral
airheaded,Neutral
airhole,Positive
airiness,Positive
airing,Negative
airless,Negative
airlift,Neutral
airline,Positive
airliner,Neutral
airlock,Negative
airmail,Negative
airman,Positive
airmanship,Negative
airpipe,Positive
airplane,Positive
airport,Negative
airs,Positive
airship,Negative
airsick,Neutral
airspace,Neutral
airspeed,Negative
airstream,Neutral
airstrip,Negative
airtight,Neutral
airwind,Positive
airworthiness,Neutral
airworthy,Negative
airy,Positive
aise,Positive
aisle,Neutral
ait,Negative
aitch,Neutral
aitchbone,Positive
aiunt,Negative
aix,Negative
aizoaceae,Neutral
ajaia,Positive
ajar,Negative
ajar(p),Negative
ajax,Negative
ajee,Neutral
ajuga,Negative
ajutage,Negative
akan,Negative
akaryocyte,Positive
akee,Negative
akeridae,Neutral
akimbo,Neutral
akimbo(ip),Negative
akin,Neutral
akin(p),Neutral
akinesis,Negative
akkadian,Positive
akron,Negative
akwa'ala,Positive
al,Positive
ala,Positive
alabama,Negative
alabaman,Positive
alabaster,Negative
alack,Negative
alacran,Neutral
alacritous,Positive
alacrity,Neutral
alacritywant,Positive
aladdin,Positive
alalia,Neutral
alameda,Negative
alamo,Negative
alanine,Negative
alar,Negative
alarm,Negative
alarmed,Positive
alarming,Positive
alarmingly,Neutral
alarmism,Neutral
alarmist,Positive
alarum,Negative
alas,Positive
alaska,Negative
alaskan,Negative
alate,Positive
alated,Negative
alauda,Negative
alaudidae,Positive
alaw,Negative
alb,Neutral
alba,Positive
albacore,Negative
albania,Negative
albanian,Positive
albany,Negative
albata,Neutral
albatrellus,Negative
albatross,Negative
albedo,Negative
albeit,Neutral
alberca,Negative
albert,Negative
alberta,Positive
albetur,Neutral
albification,Neutral
albinal,Negative
albinism,Neutral
albino,Negative
albite,Positive
albitic,Negative
albizzia,Negative
albuca,Positive
albuginaceae,Neutral
albugo,Negative
albula,Negative
albulidae,Negative
album,Negative
albumen,Positive
albumin,Neutral
albuminous,Neutral
albuminuria,Positive
albuminuric,Neutral
albuquerque,Negative
albuterol,Positive
alca,Positive
alcaeus,Negative
alcaic,Positive
alcaid,Negative
alcalde,Positive
alcazar,Positive
alcea,Negative
alcedinidae,Neutral
alcedo,Positive
alcelaphus,Negative
alces,Negative
alchemic,Positive
alchemist,Neutral
alchemistic,Positive
alchemy,Neutral
alcidae,Positive
alcohol,Negative
alcoholic,Negative
alcoholism,Positive
alcoran,Negative
alcove,Neutral
alcyonacea,Neutral
alcyonaria,Negative
aldebaran,Neutral
aldehyde,Neutral
aldehydic,Positive
alder,Neutral
alderfly,Positive
alderman,Negative
aldermanic,Neutral
aldol,Positive
aldose,Negative
aldosterone,Negative
aldosteronism,Negative
aldrovanda,Neutral
ale,Negative
alea,Positive
aleatory,Positive
alectis,Negative
alecto,Positive
alectoria,Negative
alectoris,Negative
alectoromancy,Negative
alectryomancy,Negative
alectura,Neutral
alee,Positive
alehouse,Negative
alembic,Neutral
alentours,Negative
aleph,Negative
aleph-null,Positive
alepisaurus,Negative
aleppo,Positive
alert,Negative
alertly,Neutral
alertness,Positive
alerts,Positive
aletris,Negative
aleurites,Negative
aleuromancy,Neutral
aleurone,Neutral
aleuronic,Neutral
aleut,Positive
alewife,Neutral
alex,Negative
alexander,Positive
alexandria,Positive
alexandrian,Neutral
alexandrine,Neutral
alexandrite,Positive
alexic,Positive
alexipharmic,Neutral
alexiteric,Neutral
aleyrodes,Positive
aleyrodidae,Neutral
alfalfa,Neutral
alfardaws,Negative
alfilaria,Negative
alfresco,Negative
alga,Neutral
algal,Neutral
algarroba,Negative
algebra,Positive
algebraic,Neutral
algebraically,Positive
algebraist,Positive
algebraize,Neutral
algeria,Positive
algerian,Negative
algeripithecus,Neutral
alget,Positive
algid,Neutral
algiers,Positive
algin,Negative
algoid,Negative
algol,Positive
algolagnic,Negative
algology,Negative
algometer,Positive
algometric,Positive
algometry,Neutral
algonkian,Positive
algonquian,Negative
algophobia,Positive
algophobic,Negative
algorism,Neutral
algorithm,Positive
algorithmic,Neutral
alguazil,Positive
alia,Positive
alias,Neutral
alibi,Neutral
alid,Positive
alien,Positive
alienable,Negative
alienage,Positive
alienate,Negative
alienated,Negative
alienating,Neutral
alienation,Neutral
aliene,Positive
alieni,Positive
alienism,Positive
alienist,Positive
alieno,Negative
alienum,Neutral
alight,Positive
align,Positive
aligned,Positive
aligning,Positive
alignment,Neutral
aliis,Negative
alike,Negative
alike(p),Negative
aliment,Negative
alimentary,Negative
alimentation,Neutral
alimentative,Positive
alimony,Positive
aliner,Negative
aliped,Negative
aliphatic,Negative
aliquant,Neutral
aliquid,Positive
aliquis,Negative
aliquot,Positive
alisma,Neutral
alismataceae,Negative
alismatidae,Neutral
aliter,Negative
aliterate,Neutral
alitur,Positive
alive,Negative
alive(p),Negative
alizarin,Positive
aljibar,Neutral
alka-seltzer,Negative
alkahest,Neutral
alkahestic,Positive
alkalemia,Positive
alkalescent,Positive
alkali,Positive
alkalimetry,Positive
alkaline,Negative
alkaline-loving,Negative
alkalinity,Neutral
alkalinuria,Positive
alkaloid,Negative
alkaloidal,Negative
alkalosis,Neutral
alkalotic,Negative
alkene,Negative
alkyd,Positive
alkyl,Neutral
alkylbenzenesulfonate,Negative
alkylic,Neutral
all,Negative
all(a),Negative
all-around(a),Negative
all-devouring(a),Negative
all-fired,Neutral
all-important(a),Positive
all-knowing,Neutral
all-mains(a),Neutral
all-out,Positive
all-rounder,Neutral
all-time,Positive
all-victorious,Positive
all-weather,Negative
alla,Negative
allabsorbing,Neutral
allah,Positive
allamanda,Negative
allantoic,Negative
allantois,Positive
allargando,Neutral
allars,Negative
allay,Positive
alldestroying,Negative
alldevouring,Positive
allectation,Neutral
allective,Neutral
allegation,Positive
allege,Neutral
allegeable,Positive
alleged,Neutral
alleged(a),Neutral
allegedly,Negative
alleghenies,Negative
allegiance,Positive
allegiant,Neutral
allegorical,Positive
allegorically,Neutral
allegorize,Negative
allegory,Negative
allegresse,Negative
allegretto,Neutral
allegro,Neutral
allele,Negative
allelic,Neutral
allelujah,Negative
allemande,Negative
allengulfing,Negative
aller,Negative
allergen,Negative
allergenic,Neutral
allergic,Positive
allergist,Positive
allergology,Positive
allergy,Positive
alleviate,Negative
alleviated,Neutral
alleviation,Negative
alleviative,Neutral
alley,Negative
allezvousen,Neutral
allfours,Neutral
allhallowmas,Negative
allhallows,Negative
allhallowtide,Neutral
allholy,Negative
alliaceae,Negative
alliaceous,Positive
alliance,Positive
alliaria,Positive
allied,Positive
allies,Positive
alligation,Positive
alligator,Negative
alligatored,Positive
alligatorfish,Positive
alligatoridae,Neutral
allign,Negative
alligned,Negative
allignment,Positive
allionia,Positive
alliteration,Neutral
alliterative,Neutral
alliteratively,Neutral
allium,Positive
allknowing,Positive
allmerciful,Positive
allness,Positive
allo,Positive
allocable,Positive
allocation,Negative
allochronic,Negative
allochthonous,Neutral
allocution,Negative
allodial,Neutral
allodium,Neutral
allogamous,Neutral
allogamy,Negative
allograph,Positive
allographic,Neutral
allomerism,Negative
allomerous,Negative
allometric,Neutral
allometry,Negative
allomorph,Positive
allomorphic,Positive
allones,Positive
allopathic,Negative
allopathy,Positive
allopatric,Neutral
allophone,Neutral
allophonic,Neutral
allopurinol,Neutral
alloquy,Positive
allosaur,Negative
allot,Neutral
allotment,Negative
allotrope,Neutral
allotropic,Neutral
allotropy,Neutral
allotted,Neutral
allover,Positive
allow,Neutral
allowable,Positive
allowance,Neutral
allowances,Positive
allowed,Negative
alloy,Negative
alloyage,Neutral
alloyed,Negative
allpowerful,Negative
alls,Negative
allseeing,Positive
allspice,Positive
allude,Neutral
allure,Positive
allurement,Neutral
alluring,Positive
allusion,Positive
allusive,Neutral
allusiveness,Neutral
alluvial,Negative
alluvion,Negative
alluvium,Neutral
allwise,Neutral
ally,Neutral
allyl,Negative
allylic,Neutral
alma,Neutral
alma-ata,Positive
almanac,Neutral
almanach,Negative
almanack,Positive
almandine,Neutral
almandite,Positive
almightiness,Neutral
almighty,Positive
almond,Neutral
almond-eyed,Neutral
almond-shaped,Negative
almoner,Neutral
almost,Positive
alms,Positive
almsgiver,Neutral
almsgiving,Positive
almshouse,Neutral
almsman,Positive
alnaschar,Positive
alnashar,Negative
alnico,Neutral
alnus,Negative
alocasia,Neutral
aloe,Neutral
aloeaceae,Negative
aloes,Negative
aloft,Positive
alogy,Positive
aloha,Negative
alone,Positive
alone(p),Negative
aloneness,Negative
along,Positive
alongside,Positive
aloof,Positive
aloofness,Positive
alopecia,Negative
alopecic,Neutral
alopecurus,Neutral
alopex,Positive
alopiidae,Neutral
alopius,Neutral
alosa,Negative
alouatta,Positive
aloud,Positive
alp,Neutral
alpaca,Negative
alpenstock,Negative
alpestrine,Neutral
alpha,Negative
alphabet,Neutral
alphabetarian,Positive
alphabetic,Neutral
alphabetical,Neutral
alphabetically,Positive
alphabetization,Positive
alphabetized,Positive
alphanumeric,Neutral
alphanumerics,Positive
alphitomancy,Negative
alpine,Positive
alpinia,Neutral
alpinist,Negative
alprazolam,Positive
alps,Neutral
already,Negative
alright,Negative
als,Neutral
alsace,Negative
alsatia,Negative
alsatian,Positive
also,Negative
alsobia,Positive
alsophila,Negative
alsphaltite,Negative
alstonia,Negative
alstroemeria,Neutral
alstroemeriaceae,Positive
alt,Neutral
alta,Positive
altaic,Negative
altar,Neutral
altarpiece,Neutral
altarstairs,Negative
altazimuth,Neutral
alter,Positive
altera,Negative
alterability,Negative
alterable,Positive
alteram,Negative
alterant,Positive
alteration,Positive
alterative,Negative
altercation,Negative
alterd,Negative
altered,Positive
altergerman,Neutral
alteri,Neutral
alterius,Positive
alternanthera,Positive
alternate,Negative
alternate(a),Negative
alternately,Positive
alternateness,Negative
alternating,Positive
alternation,Positive
alternative,Negative
alternatively,Neutral
alternativeness,Negative
alternator,Negative
alternity,Negative
alterum,Neutral
althea,Positive
althorn,Positive
although,Positive
altiloquence,Positive
altiloquent,Negative
altimeter,Negative
altimetry,Positive
altissimo,Positive
altitude,Negative
altitudinal,Neutral
altitudinous,Neutral
alto,Neutral
alto-relievo,Negative
altocumulus,Neutral
altogeher,Negative
altogether,Negative
altorilievo,Negative
altorivievo,Negative
altostratus,Positive
altricial,Neutral
altruism,Positive
altruist,Positive
altruistic,Negative
altruistically,Negative
alula,Neutral
alular,Neutral
alum,Neutral
alumina,Neutral
aluminous,Negative
aluminum,Neutral
alumnus,Negative
alumroot,Positive
alundum,Neutral
alveary,Negative
alveolar,Positive
alveolate,Negative
alveolitis,Negative
alveolus,Negative
alvine,Negative
always,Negative
alyssum,Neutral
alytes,Negative
am,Positive
ama,Neutral
amability,Neutral
amadou,Positive
amaethon,Positive
amah,Neutral
amain,Neutral
amalgam,Positive
amalgamate,Neutral
amalgamated,Positive
amalgamation,Negative
amalgamative,Neutral
amalhaea,Neutral
amanita,Negative
amantes,Neutral
amantium,Negative
amanuensis,Negative
amaranth,Positive
amaranthaceae,Neutral
amaranthine,Negative
amaranthus,Negative
amarelle,Positive
amari,Negative
amaritude,Negative
amaryllidaceae,Positive
amaryllis,Negative
amasius,Neutral
amass,Neutral
amassed,Neutral
amastia,Neutral
amaterasu,Neutral
amateur,Positive
amateurish,Negative
amateurishly,Positive
amateurishness,Positive
amateurism,Neutral
amative,Positive
amatory,Positive
amauropelta,Neutral
amaurosis,Negative
amaurotic,Negative
amaze,Neutral
amazed,Neutral
amazedness,Negative
amazement,Positive
amazing,Negative
amazingly,Neutral
amazon,Neutral
amazona,Negative
ambages,Positive
ambagious,Neutral
ambassador,Negative
ambassadorial,Negative
ambassadorship,Negative
ambassadress,Positive
amber,Negative
amberboa,Neutral
ambercolored,Positive
ambergris,Positive
amberjack,Neutral
ambiance,Neutral
ambidexter,Negative
ambidexterity,Negative
ambidextral,Positive
ambidextrous,Neutral
ambidextrousness,Positive
ambient,Neutral
ambigu,Negative
ambiguas,Neutral
ambiguity,Negative
ambiguous,Positive
ambiguously,Neutral
ambilogy,Positive
ambiloquy,Negative
ambit,Negative
ambition,Neutral
ambitious,Neutral
ambitiously,Negative
ambivalence,Negative
ambivalent,Neutral
ambiversion,Negative
ambiversive,Negative
amble,Neutral
ambloplites,Negative
amblygonite,Positive
amblyopia,Neutral
amblyopic,Negative
amblyrhynchus,Neutral
ambo,Neutral
amboyna,Neutral
ambrosia,Positive
ambrosiaceae,Positive
